id,title,content,demuc_id,chuong_id,law_id
160010000000000010000010000000000000000000100000000000000000,Điều 16.1.LQ.1. Nhiệm vụ của Bộ luật Hình sự,"Bộ luật Hình sự có nhiệm vụ bảo vệ chủ quyền quốc gia, an ninh của đất nước, bảo vệ chế độ xã hội chủ nghĩa, quyền con người, quyền công dân, bảo vệ quyền bình đẳng giữa đồng bào các dân tộc, bảo vệ lợi ích của Nhà nước, tổ chức, bảo vệ trật tự pháp luật, chống mọi hành vi phạm tội; giáo dục mọi người ý thức tuân theo pháp luật, phòng ngừa và đấu tranh chống tội phạm.

Bộ luật này quy định về tội phạm và hình phạt.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000200000000000000000,Điều 16.1.LQ.2. Cơ sở của trách nhiệm hình sự,"1. Chỉ người nào phạm một tội đã được Bộ luật Hình sự quy định mới phải chịu trách nhiệm hình sự.

2. Chỉ pháp nhân thương mại nào phạm một tội đã được quy định tại Điều 76 của Bộ luật này mới phải chịu trách nhiệm hình sự.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000240264510019000010,Điều 16.1.NĐ.1.1. Phạm vi điều chỉnh,"Nghị định này quy định về việc tính tổng khối lượng hoặc thể tích chất ma túy tại điểm k khoản 2, điểm e khoản 3, điểm đ khoản 4 Điều 248; điểm i khoản 1, điểm n khoản 2, điểm h khoản 3, điểm h khoản 4 Điều 249; điểm i khoản 1, điểm o khoản 2, điểm h khoản 3, điểm h khoản 4 Điều 250; điểm p khoản 2, điểm h khoản 3, điểm h khoản 4 Điều 251 và điểm i khoản 1, điểm n khoản 2, điểm h khoản 3, điểm h khoản 4 Điều 252 của Bộ luật Hình sự số 100/2015/QH13 ngày 27 tháng 11 năm 2015 đã được sửa đổi, bổ sung một số điều theo Luật số 12/2017/QH14 ngày 20 tháng 6 năm 2017 (sau đây gọi tắt là Bộ luật Hình sự năm 2015).
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000240264510019000020,Điều 16.1.NĐ.1.2. Đối tượng áp dụng,"Nghị định này áp dụng đối với cơ quan, người có thẩm quyền tiến hành tố tụng và cơ quan, tổ chức, cá nhân có liên quan đến việc tính tổng khối lượng hoặc thể tích chất ma túy.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000240264870037000010,"Điều 16.1.NĐ.2.1. Phạm vi điều chỉnh, đối tượng áp dụng","1. Nghị định này quy định nguyên tắc, trình tự, thủ tục thi hành các biện pháp giám sát, giáo dục người dưới 18 tuổi phạm tội được miễn trách nhiệm hình sự; quyền và nghĩa vụ của người được giám sát, giáo dục; trách nhiệm của gia đình, cơ quan, tổ chức, cá nhân có liên quan trong việc giám sát, giáo dục người dưới 18 tuổi phạm tội được miễn trách nhiệm hình sự; trách nhiệm của các bộ, Ủy ban nhân dân các cấp trong việc tổ chức thi hành các biện pháp giám sát, giáo dục.

2. Nghị định này áp dụng đối với người được giám sát, giáo dục, Ủy ban nhân dân xã, phường, thị trấn (sau đây gọi chung là Ủy ban nhân dân cấp xã) và các cơ quan, tổ chức, cá nhân khác có liên quan đến việc thi hành các biện pháp giám sát, giáo dục người dưới 18 tuổi phạm tội được miễn trách nhiệm hình sự.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000240264870037000020,Điều 16.1.NĐ.2.2. Giải thích từ ngữ,"Trong Nghị định này, các từ ngữ dưới đây được hiểu như sau:

1. Biện pháp giám sát, giáo dục người dưới 18 tuổi phạm tội được miễn trách nhiệm hình sự (sau đây gọi là biện pháp giám sát, giáo dục) là các biện pháp được quy định tại Mục 2 Chương XII của Bộ luật Hình sự số 100/2015/QH13, đã được sửa đổi, bổ sung một số điều theo Luật số 12/2017/QH14 (sau đây gọi chung là Bộ luật Hình sự năm 2015), bao gồm: khiển trách, hòa giải tại cộng đồng và giáo dục tại xã, phường, thị trấn.

2. Người được giám sát, giáo dục là người dưới 18 tuổi phạm tội được miễn trách nhiệm hình sự và áp dụng các biện pháp giám sát, giáo dục theo quy định tại khoản 2 Điều 91 của Bộ luật Hình sự năm 2015.

3. Người trực tiếp giám sát, giáo dục là người có tư cách đạo đức tốt, có kiến thức, kỹ năng về công tác xã hội, công tác trẻ em hoặc kiến thức cần thiết về tâm sinh lý trẻ em hoặc được đào tạo, tập huấn về tư pháp đối với người chưa thành niên, được Chủ tịch Ủy ban nhân dân cấp xã quyết định giao nhiệm vụ trực tiếp thực hiện việc giám sát, giáo dục.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000260267270005000010,Điều 16.1.NQ.5.1. Phạm vi điều chỉnh,"Nghị quyết này hướng dẫn áp dụng Điều 234 về tội vi phạm quy định về bảo vệ động vật hoang dã, Điều 244 về tội vi phạm quy định về bảo vệ động vật nguy cấp, quý, hiếm của Bộ luật Hình sự và Điều 106 về xử lý vật chứng trong giai đoạn xét xử của Bộ luật Tố tụng hình sự.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000260267940002000010,Điều 16.1.NQ.6.1. Phạm vi điều chỉnh,"Nghị quyết này hướng dẫn áp dụng Điều 150 về tội mua bán người và Điều 151 về tội mua bán người dưới 16 tuổi của Bộ luật Hình sự.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000260269270003000010,Điều 16.1.NQ.7.1. Phạm vi điều chỉnh,"Nghị quyết này hướng dẫn áp dụng một số quy định tại Điều 324 của Bộ luật Hình sự về tội rửa tiền.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
160010000000000010000010000000000000000000260270100005000010,Điều 16.1.NQ.8.1. Phạm vi điều chỉnh,"Nghị quyết này hướng dẫn áp dụng một số quy định tại Điều 214 về tội gian lận bảo hiểm xã hội, bảo hiểm thất nghiệp, Điều 215 về tội gian lận bảo hiểm y tế và Điều 216 về tội trốn đóng bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp cho người lao động của Bộ luật Hình sự.
",bcc2a59a-ccbe-4739-afd4-f45811a15122,1600100000000000100000100000000000000000,law_hinh_su
